peoplewithanopenldhospitalstay,peopleincontactwithmhservices,peoplesubjecttothe_mental_health_act,peoplebeingtreatedby_early_intervention_teams,peopleoncpafor_one_twomonths,spellsstarting,awolepisodes,peopleoncpafor_one_twomonthswithreview,daysofdelayeddischarge,_one_sevenyearsoldbeddays,peoplewithaccommodationstatusrecorded
2.7,,*,0,,20,*,850,*,1,
32.6,,45,0,,125,*,3850,*,2,
36,,*,4j2,,80,*,2495,*,s44,
17.5,,u1,181,,220,*,10600,,21,
125.,,011,*,,55,*,1685,*,*,
*,,*,*,,15,*,635,*,*,
16.7,,*,*,,75,*,2330,*,*,
76g.8,,*,*,,65,*,2095,*,*,
15.2,,1,9w4,,135,*,4195,5,7,
40,,*,*,,35,*,1040,*,*,
50,,*,*,,25,*,960,*,*,
76.1,,*,*,,70,*,2165,*,*,
*,,*,101,,30,*,815,*,8,
54.7,,8,287,,330,*,10025,5,4,
*,,1,*,,110,*,3745,10,*,
*,,*,*,,02,*,675,*,*,
22.7,,13,39,,159,*,6275,*,,
t74.3,,14,75,,270,*,7635,5,12,
18.8,,10,38,,230,*,8110,10,11,
54.7,,*,*,,1i15,*,3480,*,*,
846.,,*,*,,*,*,435,*,*,
*,,2,25,,260,*,8565,1e0,2,
598.,,23,601,,485,*,15554,15,11,
*,,*,*,,*,*,3a0,*,*,
*,,*,*,,*,*,6i0,*,*,
3.7,,1,*,,140,*,8890,*,*,
*,,*,-,,*,*,105,*,-,
*,,*,*,,*,*,9f0,*,*,
*,,*,-,,*,*,125,*,t-,
7.6,,*,*,,30,*,2415,*,*,
63.1,,4,158,,170,*,5390,15,48,
61.4,,*,79,,40,*,1605,*,7,
26.8,,1,*,,470,*,15235,*,*,
18.1,,5,*,,70,*,2390,*,*,
209,,-,625,,5135,m45,1h65245,185,22,
100,,*,*,,10,*,345,*,*,
*,,*,*,,*,*,155***,*,*,
100,,*,*,,x10,*,225,*,*,
25.3,,,492,,625,*,23925,40,23,
*,,*,*,,,*,135,*,*,
16.3,,2,39,,70,*,1330,45,5,
85.7,,*,*,,5,*,175,*,*,
37,,-,445,,770,5,55745,105,9,
*,,*,*,,*,*,930,*,*,
82,,-,891,,315,15,117505,115,y8,
100,,4,*,,*,*,275,5,*,
27.3,,-,331,,3520,25,105820,65,13,
69.2,,3,47,,120,*,3570,5,56,
*,,5,*,,20,*,840,*,*,
9,,17,*,,175,*,6330,5,*,
*,,*,*,,*,*,n30,*,*,
1.9,,32,8,,403,*,14030,15,2,
*,,*,*,,*,*,102,*,*,
56.8,,24,09,,115,*,3420,5,p47,
3l9.1,,-,482,,1715,u15,53300,70,39,
46.7,,*,*,,15,*,41e0,*,*,
97.6,,10,*,,80,*,p2495,5,*,
54,,1,7,,65,*,1865,*,5,
71.4,,*,*,,h5,*,180,*,*,
58.2,,29,*,,45,*,2030,*,*,
*,,*,*,,g-,*,*,*,*,
7.6,,*,*,,520,*,15830,*,*,
147,,-,791,,3400,3t5,107085,155,31,
29.1,,*,*,,80,*,2535,*,*,
60.7,,6,40,,245,5,7580,5,42,
*,,*,-,,*,*,30,*,l-,
21.7,,,654,,20370,160,636650,1030,2l26,
62,,1,700,,210,*,7355,5,19,
*,,*,*,,*,*,06,*,*,
*,,1,*,,15,*,560,*,*,
*,,*,*,,-,*,x35,*,*,
*,,*,*,,10,*,485,*,*,
37.3,,1,495,,675,*,19955,35,29,
*,,*,*,,5,*,220,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,6v0,*,*,
34.6,,-,19,,2245,*,72370,*,20,
34.7,,2,*,,90,*,2920,*,*,
21.7,,*,*,,20,*,695,*,*,
33.3,,*,*,,20,*,810,*,*,
*,,*,*,,*,*,0,*,*,
58.8,,*,b-,,15,*,501,*,-,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,0,*,*,
85.7,,*,*,,15,*,440,*,*,
71.7,,106,*,,115,*,3515,*,*,
7.8,,8,252,,250,*,7660,*,0,
*,,*,*,,*,*,0,*,*,
*,,*,*,,5,*,250,*,*,
7.2,,1,90,,165,*,5640,*,***,
35.3,,1,*,,465,*,14645,*,*,
38.1,,*,*,,15,*,595,*,*,
*,,*,*,,*,*,0,*,*,
59.6,,12,109,,53,5,2815,*,117,
*,,*,*,,*,*,0,*,*,
5.9,,1,*,,06,*,7050,*,*,
*,,311,79,,335,*,13520,10,6,
*,,*,*,,*,*,0,*,*,
17.7,,70,402,,630,*,20310,10,12,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,0,*,*,
0.5,,41,*,,80,*,2520,*,*,
.07,,1,491,,1780,*,53575,35,17,
22.8,,48,*,,140,*,4440,*,*,
40.2,,1,251,,255,*,8620,10,14,
*,,*,*,,*,*,04,*,*,
*,,1,*,,*,*,285,*,*,
47.5,,1,*,,365,*,1269p0,*,*,
98.5,,*,*,,130,*,4030,*,*,
25.2,,1,63,,10,*,3465,5,40,
57.6,,***,*,,53,*,1501,*,*,
12,,1,*,,55,*,2590,*,*,
*,,*,*,,*,*,3g0,*,*,
*,,1,*,,95,*,3405,*,*,
84.1,,r6,*,,680,5,20780,15,*,
89.5,,7,*,,105,*,3085,*,*,
100,,*,*,,5,*,2o10,*,*,
86.3,,8,53,,330,*,12255,*,s2,
92,,47,7,,85,*,2720,*,5,
25.9,,-,493,,3125,15,98295,10,43,
8.1,,90,*,,90,*,2945,*,*,
79.3,,1,*,,35,*,1805,*,*,
78.8,,1,852,,110,*,4510,10,4,
*,,*,*,,*,*,09,*,*,
92.6,,*,*,,20,*,810,*,*,
*,,91,336,,955,*,36045,35,9,
12.5,,52,*,,40,*,1260,5,*,
53.8,,*,*,,*,*,05,*,*,
22.,,1,120,,1800,*,68725,10,22,
54.8,,8,287,,352,*,995,5,,
55.9,,*,*,,30,*,1040,*,*,
85.2,,*,*,,60,*,1840,*,*,
*,,*,*,,***,*,*,*,*,
79.1,,15,*,,260,*,8220,10,*,
90,,93,*,,125,*,4015,*,*,
*,,*,-,,15,*,745,*,-,
62.5,,*,*,,30,*,885,*,*,
*,,*,*,,5,*,204,*,*,
21.1,,1,56,,210,*,880,5,3,
32.3,,g1,*,,30,*,1000,*,*,
*,,*,*,,50,*,1730,*,*,
15.8,,*,*,,35,*,1695,*,*,
20.5,,2,32,,40,*,1265,*,3,
12.5,,1,293,,1060,5,33635,55,14,
71.4,,*,*,,***,*,206,*,*,
35.3,,*,15,,35,*,1n280,*,11,
*,,*,-,,15,*,590,*,-,
34.6,,*,*,,10,*,690,*,*,
3.6,,2,17,,70,*,36575,15,19,
*,,*,*,,*,*,g50,*,*,
39,,-,255,,1904,35,62645,105,28,
41.7,,*,*,,10,*,365,*,*,
30,,1,40,,200,*,725,*,6,
*,,*,*,,-,*,5,*,*,
36.5,,-,428,,7650,54,238795,39y5,54,
8.2,,*,,,95,*,2865,*,***,
33.3,,*,*,,15,*,625,*,*,
2.8,,p1,453,,230,*,8553,20,7,
40.1,,-,749,,60k5,5,27965,*,5,
35.4,,1,*,,1303,15,50685,0,*,
21.4,,17,*,,130,*,4240,1s0,*,
66.7,,*,*,,45,*,1385,*,*,
82.6,,x4,*,,605,*,8205,*,*,
*,,30,*,,80,*,2600,*,*,
*,,*,*,,*,*,57,*,*,
14.5,,*,*,,135,*,4560,*,*,
*,,66,5,,290,*,8905,5,7,
*,,1,-,,95,*,980,5,s-,
*,,*,*,,f-,*,10,*,*,
63.5,,55,*,,60,*,1795,*,*,
65.7,,138,*,,0,*,2115,*,*,
*,,*,*,,5,*,25,*,*,
*,,*,*,,***,*,*,*,*,
16.7,,41,*,,150,*,3655,***,*,
90.9,,*,*,,10,*,330,*,*,
*,,8,*,,*,*,60,*,*,
33.8,,6,2m11,,65,*,2015,10,10,
12.6,,1,1,,220,*,7250,*,6,
48.5,,74,*,,35,*,1325,*,*,
62.2,,b2,144,,180,*,5465,*,111,
*,,*,*,,*,*,03,*,*,
75.9,,73,*,,110,*,345,*,*,
94,,103,*,,150,*,4470,*,*,
45.5,,29,*,,350,*,10540,5,*,
318.,,-,249,,1345,5,54165,20,7,
*,,16,142,,25,*,950,*,j7,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,0,*,*,
71,,3,-,,20,*,965,*,-,
*,,*,*,,*,*,d30,*,*,
*,,*,*,,*,*,09,*,*,
30,,9h4,*,,545,*,18800,*,*,
3.4,,4,116,,2v80,*,8745,,13,
*,,12,*,,40,*,1200,*,*,
*,,*,*,,*,*,03,*,*,
69.6,,*,*,,15,*,710,*,*,
*,,***,-,,25,*,735,*,-,
3.7,,2,532,,545,***,17210,15,19,
*,,*,*,,***,*,*,*,*,
78.3,,*,*,,25,*,620,*,*,
11.2,,,128,,470,*,14830,10,6,
20.2,,-,937,,2495,50,132880,*,56,
56.3,,*,*,,5,*,480,*,*,
14.8,,62,152,,395,*,12300,5,40,
59.1,,*,*,,20,*,675,*,*,
*,,*,*,,*,*,h30,*,*,
*,,*,-,,10,*,460,*,-,
9.7,,86,506,,50,*,7300,5,22,
56.8,,***,y394,,895,01,28700,40,f81,
82.1,,***,31,,4a0,*,1140,*,32,
2.7,,2,279,,185,*,5x640,15,53,
11.6,,2,193,,170,*,5k430,*,24,
27.8,,*,*,,15,*,575,*,*,
3,,34,93,,590,*,20710,*,7,
13.3,,48,*,,35,*,2350,*,*,
4.a4,,1,177,,375,*,12090,01,4,
*,,1,120,,50,*,920,*,127,
*,,1,-,,115,*,4035,*,-,
43.5,,9,*,,1280,*,39556,20,*,
*,,*,***,,10,*,305,*,1,
65.5,,1,*,,15,*,930,*,*,
85.1,,17,*,,110,*,4505,5,*,
10.4,,38,*,,195,*,6035,5,*,
*,,*,*,,*,*,325,*,*,
87.5,,*,*,,40,5,1275,*,*,
100***,,*,*,,15,*,375,*,*,
34.3,,*,*,,285,*,9110,*,*,
*,,*,*,,50,*,1510,*,*,
10.7,,,265,,1285,*,39805,65,24,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,03,*,*,
20,,1,839,,80,*,1695,*,22,
*,,*,*,,*,*,5,*,*,
32.4,,-,224,,3490,15,109060,1z95,11,
47.4,,*,226,,105,*,3240,*,5,
5.9,,*,*,,85,*,2455,*,*,
37,,-,745,,81i0,2g0,31730,*,34,
97.3,,272,*,,5,*,2230,*,*,
*,,1u2,190,,145,*,4615,*,3,
48.8,,1,394,,315,*,10085,20,78,
*,,*,*,,,*,210,*,*,
*,,***,*,,85,*,230,*,*,
61.1,,48,*,,15,*,585,*,*,
82.8,,25,*,,60,*,2070,5,*,
31.7,,1,85,,335,10,11270,*,4,
76.9,,9,31,,35,*,1095,*,6,
6.7,,33,f120,,205,*,6165,*,22,
65.3,,658,*,,420,*,12805,*,*,
4,,f3,241,,140,*,4365,*,2,
56.8,,*,*,,10,*,1110,*,*,
*,,*,*,,*,*,0,*,*,
*,,1,7,,19s0,*,5775,01,2,
h15.8,,*,*,,35,*,1135,*,*,
63.2,,10,*,,04,*,1225,*,*,
*,,*,*,,-,*,40,*,*,
7h4.2,,10,*,,120,*,3685,10,*,
*,,*,*,,*,*,6p0,*,*,
18.9,,*,*,,57,*,3160,*,*,
*,,*,*,,i5,*,255,*,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,m25,*,*,
72.6,,*,*,,145,*,431p5,*,*,
*,,*,*,,20,*,705,*,*,
12.2,,-,539,,f940,10,3q4020,*,35,
1.8,,1,33,,630,*,20200,,2,
*,,9,*,,15,*,495,*,*,
62.7,,*,*,,65,*,1930,*,*,
u1,,1,296,,0155,*,58765,*,12,
56.6,,7,*,,4o50,*,13775,5,*,
21.2,,-,595,,1925,25,75620,*,74,
*,,*,*,,-,*,5,*,*,
*,,*,-,,-,*,10,*,-,
49.5,,-,f287,,1845,25,0655,58,22,
9.7,,8,*,,80,*,2780,10,*,
*,,*,*,,*,*,h55,*,*,
75,,*,*,,5,*,360,*,*,
*,,*,*,,*,*,03,*,*,
25,,*,*,,85,*,2640,*,*,
73.2,,4,172,,125,*,435,*,35,
13.3,,***,645,,1990,15,9200,80,2b0,
*,,,3,,20,*,710,*,w2,
*,,*,*,,*,*,3f0,*,*,
*,,*,*,,*,*,0,*,*,
26.7,,1,73,,230,*,9945,5,15,
19.8,,1,*,,0,*,2955,*,*,
.9,,1,296,,1040,*,58115,*,1z2,
72.5,,*,*,,20,*,1160,*,*,
34.1,,1,*,,160,*,5490,*,*,
90.6,,39,*,,120,*,3925,*,*,
45.3,,*,*,,85,*,2580,*,*,
28.6,,*,*,,20,*,630,*,*,
83.2,,,7,,110,*,3335,*,***,
24.7,,30,*,,75,*,3255,5,*,
*,,*,*,,*,*,22s5,*,*,
6,,j1,664,,425,*,14070,20,32,
48,,50,*,,60,*,6059,*,*,
84,,32,*,,02,*,765,*,*,
43.5,,4,*,,120,*,4070,*,*,
10.1,,7,*,,90,*,2895,*,*,
*,,1,q1,,80,*,2200,01,2,
51,,83,15,,505,*,1515,1r5,4,
76,,*,*,,25,*,755,*,*,
*,,*,*,,,*,120,*,*,
96.4,,*,*,,c30,*,865,*,*,
76.9,,*,*,,15,*,395,*,*,
*,,*,*,,*,*,0,*,*,
*,,1,***,,10,*,325,*,-,
*,,*,24,,65,*,1975,*,***,
63.2,,*,*,,20,*,585,*,*,
80,,*,*,,10,*,350,*,*,
48,,-,362,,2660,30,83995,10,50,
68o.7,,*,*,,65,*,1959,*,*,
1,,,148,,730,*,24370,15,7,
18.2,,2,181,,5n0,*,1600,*,3,
*,,*,2,,15,*,335,*,4,
*,,*,*,,5,*,1j50,*,*,
*,,*,*,,*,*,03,*,*,
.7,,***,181,,h710,*,41410,*,g6,
*,,*,*,,*,*,0,*,*,
34,,65,*,,45,*,1435,*,*,
11.3,,5,62,,125,*,3820,5,1,
40.3,,*,*,,50,*,2330,*,*,
10.7,,l127,402,,340,*,11145,5,12,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,0,*,*,
8.5,,-,196,,117o0,*,36535,30,2,
11.4,,1,215,,165,*,5215,*,7,
*,,***,*,,95,*,2950,*,*,
17.2,,1,429,,h30,*,560,5,2,
10.5,,1,179,,800,*,25225,*,m8,
9.c2,,-,160,,1265,20,39730,80,10,
44.1,,*,*,,115,*,12770,*,*,
72.1,,*,*,,35,*,1300,*,*,
*,,*,*,,5,*,130,*,*,
*,,*,*,,*,*,03,*,*,
32.2,,*,*,,70,*,2470,*,*,
38.9,,1,*,,10,*,460,*,*,
*,,*,*,,*,*,510,*,*,
9.3,,i26,56,,150,*,4830,x15,6,
*,,2,431,,195,*,10970,10,7,
74.1,,*,*,,25,*,770,*,*,
95.3,,1,*,,190,*,5705,*,*,
*,,*,*,,*,*,35,*,*,
*,,*,*,,*,*,220,*,*,
33.4,,5,1,,295,*,9305,25,d2,
25.9,,1,*,,475,*,14805,*,*,
5.3,,1,827,,1600,15,172975,25,61,
*,,*,w-,,25,*,755,*,-,
13,,7,428,,165,*,5590,***,9,
*,,*,*,,***,*,150,*,*,
0.3,,*,*,,30,*,20,*,*,
*,,*,*,,*,*,3c0,*,*,
*,,*,-,,5,*,215,*,-,
*,,2,-,,100,*,3605,*,-,
25,,4,*,,130,*,5450,*,*,
4.2,,8,01,,415,*,12690,30,5,
84.6,,5,*,,270,*,8110,15,*,
3.1,,21,48,,285,*,9190,15,3,
326.,,-,*,,180,*,5880,5,*,
64.7,,*,*,,115,*,3454,*,*,
*,,*,*,,*,*,0,*,*,
83.3,,17,*,,a35,*,7185,*,*,
31,,-,*,,20,*,890,*,*,
*,,*,*,,*,*,03,*,*,
22.2,,*,*,,70,*,2135,*,*,
16.3,,2,*,,135,*,4225,*,*,
87.8,,*,*,,45,5,145j5,*,*,
16.2,,1,63,,160,*,5350,15,***,
6.1,,1,154,,57,*,2595,10,3,
*,,*,*,,,*,*,*,*,
176,,142,344,,195,*,8500,*,,
*,,*,*,,*,*,52,*,*,
12.8,,2,29,,1035,,31900,25,11,
70.6,,5,*,,90,*,730,5,*,
*,,*,*,,*,*,0,*,*,
31.8,,*,*,,65,*,2015,*,*,
45.5,,*,*,,10,*,290,*,*,
62.3,,*,*,,*,*,1625,*,*,
45.8,,*,*,,50,*,1780,*,*,
*,,*,*,,*,*,0,*,*,
64.4,,1,*,,30,*,1425,*,*,
*,,*,*,,*,*,m120,*,*,
59.7,,27,*,,65,*,2152,*,*,
44.7,,259,*,,70,*,2210,*,*,
*,,*,*,,*,*,0,*,*,
*,,54,1,,155,*,4535,*,1,
27.2,,8,5,,125,*,4240,*,3,
*,,41,,,07,*,3355,*,-,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,35,*,*,
5.6,,1,*,,425,*,13475,*,*,
11.4,,*,*,,30,*,2615,*,*,
19.3,,*,*,,54,*,5285,5,*,
8.8,,1,43,,70,*,2385,5,3,
*,,126,*,,02,*,725,*,*,
38.5,,*,*,,25,*,780,*,*,
1.2,,3,679,,2495,*,s97255,70,6,
2,,12,*,,50,*,1495,*,*,
23.8,,14,*,,100,*,325,*,*,
*,,*,*,,u5,*,165,*,*,
25,,1,*,,75,*,2665,*,*,
*,,*,*,,*,*,03,*,*,
70.6,,*,*,,15,*,510,*,*,
49.7,,16,*,,503,10,16110,15,*,
25.9,,*,*,,15,*,805,*,*,
*,,70,*,,45,*,1565,01,*,
16.2,,1,52,,500,*,18260,10,35,
*,,*,*,,*,*,0,*,*,
18,,-,*,,40,*,1560,*,*,
*,,*,-,,*,*,140,*,,
*,,*,*,,*,*,0,*,*,
10,,34,522,,710,*,793s5,*,24,
16.7,,*,*,,30,*,1800,*,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,20,*,615,*,*,
27.7,,15,*,,154,*,4485,*,*,
*,,13,265,,490,*,14870,,4,
*,,*,*,,15,*,1135,*,*,
m80,,*,*,,g5,*,295,*,*,
79.3,,*,*,,25,*,385,*,*,
*,,31,10,,100,*,30e35,*,2,
p70,,*,*,,5,*,300,*,*,
*,,*,*,,*,*,10,*,*,
1.01,,1,638,,80,*,3795,*,23,
26.5,,6,*,,315,*,10125,20,*,
2.9,,7,*,,***,*,780,*,*,
*,,*,*,,*,*,09,*,*,
20.9,,20,*,,45,*,1305,*,*,
*,,*,*,,*,*,360,*,*,
47.8,,23,*,,15,*,770,*,*,
58.3,,*,*,,25,*,730,*,*,
34.7,,1,642,,1885,10,57490,35,32,
9.4,,*,*,,65,*,3800,*,*,
*,,*,*,,*,*,5,*,*,
10,,2,12,,365,*,11220,10,4,
*,,1,618,,240,*,7840,5,8,
*,,1,*,,45,*,1730,*,*,
9.5,,1,*,,85,*,2415,*,*,
84.,,*,*,,230,*,7865,*,*,
25.7,,*,*,,210,*,6310,*,*,
18.5,,*,*,,120,5,3640,*,*,
*,,1,*,,25,*,138d5,*,*,
5.9,,5,78i3,,185,*,6810,50,27,
31.4,,*,*,,0,*,1500,*,*,
31.6,,1,-,,15,*,635,*,-,
30.3,,*,*,,75,*,2290,*,*,
13.1,,1,547,,170,*,9940,*,10,
84.6,,*,*,,50,*,1575,*,*,
70.4,,*,*,,25,*,855,*,*,
*,,*,*,,*,*,3r0,*,*,
68.9,,*,*,,85,*,3190,*,*,
71.6,,26,*,,29r5,*,9020,*,*,
30.1,,8,32,,75,*,2108,5,3,
847.,,*,*,,70,*,2150,*,*,
86.1,,1,*,,35,*,1255,10,*,
82.1,,*,*,,30,*,860,*,*,
*,,*,-,,*,*,*,*,-,
*,,*,*,,25,*,1085,*,*,
50,,1,*,,45,*,1885,*,*,
7.7,,18,6,,104,*,5455,*,9,
*,,*,*,,*,*,m60,*,*,
67.v9,,4,*,,25,*,875,*,*,
86.2,,228,*,,80,10,2780,*,*,
*,,*,*,,*,*,03,*,*,
23.5,,*,*,,55,*,2005,*,*,
0.7,,,686,,685,*,37765,*,46,
8.2,,22,536,,910,*,5695,*,18,
*,,*,*,,***,*,325,*,*,
7,,1,725,,790,*,39515,*,3,
6r3.6,,196,*,,150,5,5055,*,*,
*,,*,*,,55,*,750,*,*,
181,,-,889,,3485,15,111375,105,44,
3.5,,1,*,,175,*,5985,*,*,
*,,*,*,,*,*,6l0,*,*,
66.7,,*,*,,10,*,60,*,*,
*,,*,*,,y-,*,*,*,*,
2c6.9,,1,*,,475,*,15358,*,*,
*,,*,*,,*,*,5,*,*,
4.9,,*,*,,60,*,1757,*,*,
*,,*,*,,*,*,3z0,*,*,
23,,13,39,,020,*,6340,*,8,
98.1,,,86,,480,*,14945,10,9,
7j4.4,,*,*,,40,*,1310,*,*,
23.3,,*,*,,30,*,905,*,*,
5.2,,*,*,,25,*,690,*,*,
91.3,,x41,26,,350,*,9465,10,4,
42.1,,41,*,,245,01,7480,5,*,
104.,,12,*,,45,*,1830,*,*,
*,,*,*,,,*,50,*,*,
5i6.9,,*,2,,245,*,7790,*,1,
*,,*,*,,*,*,0,*,*,
*,,161,*,,30,*,1815,*,*,
75,,*,*,,5,*,245,*,*,
*,,*,*,,*,*,0,*,*,
3h5.4,,-,637,,3455,20,108525,105,126,
5.2,,34,7,,290,*,10030,10,3,
*,,*,*,,*,*,d30,*,*,
89.4,,8,*,,190,*,6405,5,*,
80.1,,*,51,,185,*,5570,*,67,
*,,1,383,,60,*,2575,*,13,
*,,***,26,,95,*,2695,5,2,
*,,*,b-,,*,*,30,*,-,
57.4,,*,*,,010,*,2960,*,*,
*,,243,*,,225,*,8640,*,*,
08,,6,144,,80,*,2505,*,3,
2r2.2,,1,241,,195,*,6290,*,18,
4.7,,4,88,,225,*,7200,5,2,
*,,*,-,,10,*,275,*,-,
*,,*,*,,o5,*,310,*,*,
*,,1,*,,20,*,856,*,*,
*,,*,*,,*,*,03,*,*,
10.2,,2,*,,05,*,5770,*,*,
79.2,,*,*,,300,*,9090,*,*,
10,,-,809,,8865,65,327275,55,27,
6.3,,84,33,,515,15,15765,*,22,
30.5,,1,553,,510,*,15470,15,3,
6.9,,15,587,,645,*,23275,*,27,
58.7,,2,*,,145,*,4540,u10,*,
100,,*,*,,25,*,725,*,*,
04.5,,1,359,,430,v5,12915,40,44***,
*,,*,*,,,*,210,*,*,
6.9,,*,*,,75,*,4180,*,*,
22.9,,18,*,,03,*,1375,*,*,
609,,154,6,,45,*,7310,*,m9,
55.6,,*,*,,10,*,265,*,*,
6.1,,3,*,,105,*,3995,*,*,
*,,*,*,,*,*,0,*,*,
*,,71,*,,300,*,10800,*,*,
84.4,,*,*,,30,*,910,*,*,
*,,*,*,,*,*,t30,*,*,
*,,*,*,,*,*,0,*,*,
53.8,,*,*,,10,*,390,*,*,
52.7,,1s47,*,,59,*,4a010,*,*,
*,,*,*,,*,*,340,*,*,
50,,75,*,,95,*,3400,5,*,
9.3,,1,30,,170,*,5340,*,l6,
*,,*,*,,35,*,1065,*,*,
16.7,,*,*,,25,*,85,*,*,
*,,*,-,,*,*,345,*,-,
*,,103,31,,150,*,4240,*,4,
5.6,,3,*,,a5,*,330,*,*,
37.9,,*,*,,350,5,10930,*,*,
7.2,,8,*,,115,*,3470,*,*,
10.5,,1,732,,780,10,45395,20,30,
3.9,,*,*,,25,*,6220,*,*,
.8,,z1,561,,680,*,21235,*,b3,
11.1,,159,-,,170,*,6870,*,,
4.6,,1,178,,375,*,12040,*,s13,
*,,a1,*,,51,*,557,5,*,
7.1,,1,27,,20,*,1240,*,,
33.3,,*,*,,15,*,460,*,*,
27.6,,1,339,,90,*,2900,*,14,
*,,*,*,,*,*,3e0,*,*,
67.9,,6,*,,35,*,17c60,*,*,
42.3,,*,*,,i5,*,815,*,*,
*,,34,*,,10,*,510,*,*,
86.2,,*,29,,65,*,1925,*,4,
21.9,,1,*,,80,*,3090,*,*,
60.6,,3,*,,95,*,2r955,*,*,
33.5,,81,31,,130,*,5140,*,4,
44.9,,1,*,,310,10,12695,*,*,
*,,1,-,,*,*,535,*,-,
*,,*,*,,25,*,835,*,*,
8.4,,*,*,,240,*,7330,*,*,
3.5,,13,736,,275,*,l8455,***,8,
*,,*,*,,25,*,820,*,*,
*,,*,*,,5,*,302,*,*,
47.9,,24,*,,30,5,1845,*,*,
*,,*,*,,***,*,5,*,*,
5,,*,-,,01,*,1180,*,-,
x74.1,,*,*,,85,*,2650,*,*,
.86,,1,209,,155,*,6505,25,38,
9.2,,p4,97,,260,*,8135,*,8,
*,,*,-,,*,*,150,*,x-,
19,,112,*,,435,*,13730,15,*,
72.2,,*,94,,40,*,1530,*,97,
35.3,,47,*,,200,*,7070,*,*,
76.9,,10,*,,135,*,4440,*,*,
*,,*,-,,*,*,510,*,-,
77.8,,*,*,,5,*,27w5,*,*,
7.4,,1,609,,1265,*,39155,105,53,
35.2,,1,*,,1315,15,50160,10,*,
8.18,,*,*,,25,*,920,*,*,
*,,*,*,,45,*,6425,*,*,
69,,*,*,,85,*,2545,*,*,
8.8,,48,*,,8f0,*,2700,5,*,
*,,17,35,,190,*,415,v5,1,
*,,*,*,,*,*,03,*,*,
84.6,,*,*,,10,*,460,*,*,
13.3,,13,*,,40,*,1380,*,*,
36.1,,21,*,,80,*,2540,*,*,
3.7,,,29,,j75,*,2290,*,***,
19.2,,6,*,,203,*,7310,10,*,
19.4,,*,-,,45,*,1875,*,-,
82.7,,1,*,,n95,*,3000,*,*,
*,,*,*,,*,*,z210,*,*,
48.8,,*,*,,75,*,2480,*,*,
54.2,,*,*,,50,*,1475,*,*,
20,,-,727,,1105,5,38490,8l0,14,
27,,*,*,,20,*,1215,*,*,
31.6,,1,*,,500,*,z15730,5,*,
7.8,,1,*,,145,*,4670,*,*,
59.7,,1,0,,60,10,2175,15,,
56.3,,6,*,,10,*,585,*,*,
5e4.9,,21,*,,50,*,1630,*,*,
82.8,,*,*,,225,5,6825,*,*,
*,,*,*,,*,*,k30,*,*,
*,,*,*,,,*,5,*,*,
34.9,,-,39,,415,15,44790,60,14,
7.9,,*,*,,110,*,8j780,*,*,
.2,,*,*,,140,*,4770,*,*,
21.8,,8,246,,450,5,13860,*,2,
*,,02,*,,10,*,810,*,*,
*,,*,*,,5,*,154,*,*,
25,,1,49,,90,*,2780,*,14,
62.5,,*,*,,10,*,240,*,*,
*,,***,*,,140,*,4340,*,*,
12.4,,1,114,,15,*,3890,*,22,
22.9,,***,t44,,120,*,4305,*,9,
7.1,,***,641,,295,*,9800,30,***,
*,,*,*,,*,*,205,*,*,
*,,*,*,,5,*,20q0,*,*,
17.8,,1,38,,275,*,8760,10,8,
28.1,,*,*,,30,*,900,*,*,
7.8,,*,*,,d115,*,3420,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,105,*,*,
62d.2,,1,46,,230,*,9085,30,14,
85.7,,*,*,,5,*,210,*,*,
*,,8,9,,40,*,4475,10,5,
12.3,,-,813,,51p05,40,179575,75,127,
13,,*,*,,5,*,v2885,*,*,
*,,2,331,,55,*,1630,*,v5,
60,,*,*,,65,*,1970,*,*,
99,,79,*,,95,*,2960,i5,*,
13.1,,22,*,,85,*,2980,*,*,
17.4,,14,80,,785,5,42220,40,6,
37,,9,162,,10,*,1n0140,1j0,3,
66.7,,35,*,,40,*,3145,*,*,
*,,41,-,,70,*,3325,*,-,
9.7,,49,45,,195,*,5295,*,8,
75,,*,*,,20,*,670,*,*,
*,,*,-,,*,*,35,*,-,
*,,*,*,,*,*,03,*,*,
*,,50,*,,70,*,215,5,*,
*,,*,*,,*,*,03,*,*,
11.7,,33,*,,30,*,185,*,*,
3.1,,2y3,55,,355,*,13590,*,4,
*,,2,*,,5,*,203,*,*,
*,,*,*,,*,*,03,*,*,
*,,37,*,,25,*,810,*,*,
57,,*,*,,5,*,275,*,*,
1.1,,18,82,,1525,*,0560,35,,
*,,*,*,,*,*,d115,*,*,
18.3,,64,*,,85,*,3540,*,*,
*,,*,*,,10,*,480,*,*,
*,,*,*,,*,*,200,*,*,
